Day,Price,Signal,SignalStrategyValue,FlatStrategyValue,AccumulatedCash,TotalInvested
1580,63.59,Hold,1656.88,1671.75,14.00,1670.88
1581,64.25,Buy,1689.08,1690.10,0.00,1689.08
1582,64.74,Hold,1701.96,1703.99,1.00,1702.96
1583,64.75,Hold,1702.22,1705.26,2.00,1704.22
1584,63.96,Hold,1681.45,1685.45,3.00,1684.45
1585,64.59,Hold,1698.02,1703.05,4.00,1702.02
1586,64.30,Hold,1690.39,1696.41,5.00,1695.39
1587,65.21,Hold,1714.32,1721.42,6.00,1720.32
1588,65.24,Hold,1715.10,1723.21,7.00,1722.10
1589,65.53,Hold,1722.73,1731.87,8.00,1730.73
1590,65.38,Hold,1718.78,1728.90,9.00,1727.78
1591,65.53,Hold,1722.73,1733.87,10.00,1732.73
1592,66.18,Hold,1739.82,1752.07,11.00,1750.82
1593,66.30,Hold,1742.97,1756.25,12.00,1754.97
1594,66.46,Hold,1747.18,1761.48,13.00,1760.18
1595,66.15,Hold,1739.03,1754.27,14.00,1753.03
1596,66.30,Hold,1742.97,1759.24,15.00,1757.97
1597,67.10,Hold,1764.00,1781.47,16.00,1780.00
1598,67.51,Hold,1774.78,1793.36,17.00,1791.78
1599,67.53,Hold,1775.31,1794.89,18.00,1793.31
1600,67.55,Hold,1775.83,1796.42,19.00,1794.83
1601,67.54,Hold,1775.57,1797.15,20.00,1795.57
1602,68.16,Hold,1791.87,1814.65,21.00,1812.87
1603,67.81,Hold,1782.67,1806.33,22.00,1804.67
1604,67.86,Hold,1783.98,1808.67,23.00,1806.98
1605,67.59,Hold,1776.88,1802.47,24.00,1800.88
1606,67.56,Sell,1776.09,1802.67,25.00,1801.09
1607,68.34,Buy,1822.60,1824.48,0.00,1822.60
1608,68.46,Hold,1825.80,1828.69,1.00,1826.80
1609,69.48,Hold,1853.00,1856.93,2.00,1855.00
1610,69.44,Hold,1851.94,1856.86,3.00,1854.94
1611,69.60,Hold,1856.20,1862.14,4.00,1860.20
1612,69.75,Hold,1860.20,1867.15,5.00,1865.20
1613,69.86,Hold,1863.14,1871.10,6.00,1869.14
1614,69.31,Hold,1848.47,1857.37,7.00,1855.47
1615,69.84,Hold,1862.60,1872.57,8.00,1870.60
1616,69.74,Hold,1859.94,1870.89,9.00,1868.94
1617,69.44,Sell,1851.94,1863.84,10.00,1861.94
1618,70.27,Hold,1874.07,1887.12,11.00,1885.07
1619,70.37,Hold,1876.74,1890.81,12.00,1888.74
1620,70.34,Hold,1875.94,1891.00,13.00,1888.94
1621,70.12,Hold,1870.07,1886.08,14.00,1884.07
1622,70.51,Hold,1880.47,1897.58,15.00,1895.47
1623,70.61,Hold,1883.14,1901.27,16.00,1899.14
1624,70.67,Hold,1884.74,1903.88,17.00,1901.74
1625,70.87,Hold,1890.07,1910.27,18.00,1908.07
1626,70.41,Hold,1877.81,1898.87,19.00,1896.81
1627,70.95,Hold,1892.21,1914.43,20.00,1912.21
1628,70.60,Hold,1882.87,1905.99,21.00,1903.87
1629,70.28,Hold,1874.34,1898.35,22.00,1896.34
1630,69.15,Hold,1844.20,1868.83,23.00,1867.20
1631,69.75,Hold,1860.20,1886.04,24.00,1884.20
1632,70.47,Hold,1879.41,1906.51,25.00,1904.41
1633,70.82,Hold,1888.74,1916.98,26.00,1914.74
1634,70.77,Hold,1887.41,1916.63,27.00,1914.41
1635,72.08,Hold,1922.34,1953.11,28.00,1950.34
1636,71.93,Buy,1947.34,1950.04,0.00,1947.34
1637,72.35,Hold,1958.71,1962.43,1.00,1959.71
1638,72.46,Hold,1961.69,1966.41,2.00,1963.69
1639,72.73,Hold,1969.00,1974.74,3.00,1972.00
1640,72.48,Hold,1962.23,1968.95,4.00,1966.23
1641,72.40,Hold,1960.07,1967.78,5.00,1965.07
1642,71.82,Hold,1944.37,1953.01,6.00,1950.37
1643,72.11,Sell,1952.22,1961.90,7.00,1959.22
1644,72.80,Buy,1978.90,1981.67,0.00,1978.90
1645,72.56,Sell,1972.37,1976.14,1.00,1973.37
1646,72.20,Hold,1962.59,1967.34,2.00,1964.59
1647,72.07,Hold,1959.05,1964.79,3.00,1962.05
1648,72.26,Hold,1964.22,1970.97,4.00,1968.22
1649,72.87,Hold,1980.80,1988.61,5.00,1985.80
1650,72.63,Hold,1974.28,1983.06,6.00,1980.28
1651,71.82,Hold,1952.26,1961.95,7.00,1959.26
1652,71.77,Hold,1950.90,1961.58,8.00,1958.90
1653,70.93,Hold,1928.07,1939.62,9.00,1937.07
1654,69.60,Hold,1891.91,1904.25,10.00,1901.91
1655,70.18,Hold,1907.68,1921.12,11.00,1918.68
1656,71.24,Hold,1936.49,1951.14,12.00,1948.49
1657,70.37,Hold,1912.84,1928.31,13.00,1925.84
1658,70.30,Hold,1910.94,1927.39,14.00,1924.94
1659,71.37,Hold,1940.03,1957.73,15.00,1955.03
1660,71.12,Hold,1933.23,1951.87,16.00,1949.23
1661,70.71,Hold,1922.09,1941.62,17.00,1939.09
1662,70.82,Hold,1925.08,1945.64,18.00,1943.08
1663,70.21,Hold,1908.49,1929.88,19.00,1927.49
1664,70.44,Hold,1914.75,1937.20,20.00,1934.75
1665,71.48,Hold,1943.02,1966.80,21.00,1964.02
1666,72.00,Buy,1979.15,1982.11,0.00,1979.15
1667,72.17,Hold,1983.82,1987.79,1.00,1984.82
1668,71.80,Hold,1973.65,1978.60,2.00,1975.65
1669,72.26,Hold,1986.30,1992.28,3.00,1989.30
1670,72.10,Hold,1981.90,1988.86,4.00,1985.90
1671,71.47,Hold,1964.58,1972.49,5.00,1969.58
1672,70.28,Sell,1931.87,1940.64,6.00,1937.87
1673,70.33,Hold,1933.25,1943.02,7.00,1940.25
1674,70.07,Hold,1926.10,1936.84,8.00,1934.10
1675,69.65,Hold,1914.55,1926.23,9.00,1923.55
1676,69.83,Hold,1919.50,1932.21,10.00,1929.50
1677,69.64,Hold,1914.28,1927.95,11.00,1925.28
1678,68.85,Hold,1892.56,1907.08,12.00,1904.56
1679,68.48,Hold,1882.39,1897.83,13.00,1895.39
1680,68.16,Hold,1873.60,1889.96,14.00,1887.60
1681,66.98,Hold,1841.16,1858.25,15.00,1856.16
1682,66.42,Hold,1825.77,1843.71,16.00,1841.77
1683,67.65,Hold,1859.58,1878.85,17.00,1876.58
1684,67.67,Hold,1860.13,1880.41,18.00,1878.13
1685,67.79,Hold,1863.43,1884.74,19.00,1882.43
1686,67.92,Hold,1867.00,1889.36,20.00,1887.00
1687,67.76,Hold,1862.60,1885.91,21.00,1883.60
1688,68.58,Hold,1885.14,1909.73,22.00,1907.14
1689,67.50,Hold,1855.45,1880.65,23.00,1878.45
1690,67.33,Hold,1850.78,1876.92,24.00,1874.78
1691,65.60,Hold,1803.23,1829.69,25.00,1828.23
1692,65.54,Hold,1801.58,1829.02,26.00,1827.58
1693,66.04,Hold,1815.32,1843.97,27.00,1842.32
1694,67.58,Hold,1857.65,1887.97,28.00,1885.65
1695,67.50,Buy,1884.45,1886.74,0.00,1884.45
1696,68.09,Hold,1900.93,1904.23,1.00,1901.93
1697,67.14,Hold,1874.40,1878.66,2.00,1876.40
1698,67.87,Hold,1894.78,1900.09,3.00,1897.78
1699,67.37,Hold,1880.83,1887.09,4.00,1884.83
1700,68.07,Hold,1900.37,1907.69,5.00,1905.37
1701,68.77,Hold,1919.91,1928.31,6.00,1925.91
1702,68.97,Hold,1925.49,1934.92,7.00,1932.49
1703,69.70,Hold,1945.87,1956.40,8.00,1953.87
1704,69.57,Hold,1942.24,1953.75,9.00,1951.24
1705,68.00,Hold,1898.41,1910.66,10.00,1908.41
1706,68.55,Hold,1913.77,1927.11,11.00,1924.77
1707,67.09,Hold,1873.01,1887.07,12.00,1885.01
1708,67.41,Hold,1881.94,1897.07,13.00,1894.94
1709,68.06,Hold,1900.09,1916.36,14.00,1914.09
1710,67.92,Hold,1896.18,1913.42,15.00,1911.18
1711,69.70,Hold,1945.87,1964.57,16.00,1961.87
1712,69.89,Hold,1951.18,1970.92,17.00,1968.18
1713,70.46,Hold,1967.09,1988.00,18.00,1985.09
1714,70.17,Hold,1958.99,1980.81,19.00,1977.99
1715,69.51,Hold,1940.57,1963.18,20.00,1960.57
1716,69.34,Hold,1935.82,1959.38,21.00,1956.82
1717,68.72,Hold,1918.51,1942.86,22.00,1940.51
1718,68.67,Hold,1917.12,1942.45,23.00,1940.12
1719,68.40,Sell,1909.58,1935.81,24.00,1933.58
1720,69.47,Buy,1964.45,1967.09,0.00,1964.45
1721,69.30,Hold,1959.65,1963.28,1.00,1960.65
1722,69.76,Hold,1972.65,1977.31,2.00,1974.65
1723,70.26,Hold,1986.79,1992.48,3.00,1989.79
1724,70.38,Hold,1990.19,1996.89,4.00,1994.19
1725,69.74,Hold,1972.09,1979.73,5.00,1977.09
1726,68.97,Hold,1950.31,1958.87,6.00,1956.31
1727,68.35,Sell,1932.78,1942.26,7.00,1939.78
1728,68.36,Hold,1933.06,1943.55,8.00,1941.06
1729,69.40,Hold,1962.47,1974.11,9.00,1971.47
1730,70.77,Buy,2011.21,2014.08,0.00,2011.21
1731,70.70,Hold,2009.22,2013.09,1.00,2010.22
1732,70.31,Hold,1998.14,2002.99,2.00,2000.14
1733,70.03,Hold,1990.18,1996.01,3.00,1993.18
1734,69.55,Hold,1976.54,1983.33,4.00,1980.54
1735,70.96,Hold,2016.61,2024.54,5.00,2021.61
1736,71.14,Hold,2021.73,2030.67,6.00,2027.73
1737,71.57,Hold,2033.95,2043.95,7.00,2040.95
1738,71.66,Hold,2036.51,2047.52,8.00,2044.51
1739,71.72,Hold,2038.21,2050.23,9.00,2047.21
1740,71.86,Hold,2042.19,2055.23,10.00,2052.19
1741,71.80,Hold,2040.49,2054.52,11.00,2051.49
1742,71.78,Hold,2039.92,2054.95,12.00,2051.92
1743,71.94,Hold,2044.46,2060.53,13.00,2057.46
1744,72.49,Hold,2060.09,2077.28,14.00,2074.09
1745,72.63,Hold,2064.07,2082.29,15.00,2079.07
1746,72.62,Hold,2063.79,2083.01,16.00,2079.79
1747,72.47,Hold,2059.53,2079.70,17.00,2076.53
1748,72.38,Hold,2056.97,2078.12,18.00,2074.97
1749,71.84,Sell,2041.62,2063.62,19.00,2060.62
1750,72.25,Hold,2053.27,2076.39,20.00,2073.27
1751,72.24,Hold,2052.99,2077.11,21.00,2073.99
1752,72.23,Hold,2052.71,2077.82,22.00,2074.71
1753,72.32,Hold,2055.26,2081.41,23.00,2078.26
1754,71.78,Hold,2039.92,2066.87,24.00,2063.92
1755,72.21,Hold,2052.14,2080.25,25.00,2077.14
1756,72.16,Hold,2050.72,2079.81,26.00,2076.72
1757,72.16,Hold,2050.72,2080.81,27.00,2077.72
1758,73.60,Hold,2091.64,2123.33,28.00,2119.64
1759,73.96,Buy,2130.87,2134.72,0.00,2130.87
1760,73.52,Hold,2118.19,2123.02,1.00,2119.19
1761,73.68,Hold,2122.80,2128.64,2.00,2124.80
1762,73.99,Hold,2131.73,2138.59,3.00,2134.73
1763,75.10,Hold,2163.71,2171.68,4.00,2167.71
1764,75.50,Hold,2175.24,2184.24,5.00,2180.24
1765,75.19,Hold,2166.31,2176.27,6.00,2172.31
1766,75.06,Hold,2162.56,2173.51,7.00,2169.56
1767,75.12,Hold,2164.29,2176.25,8.00,2172.29
1768,75.02,Hold,2161.41,2174.35,9.00,2170.41
1769,75.04,Hold,2161.99,2175.93,10.00,2171.99
1770,74.51,Hold,2146.72,2161.56,11.00,2157.72
1771,73.75,Sell,2124.82,2140.52,12.00,2136.82
1772,73.26,Hold,2110.70,2127.29,13.00,2123.70
1773,73.99,Hold,2131.73,2149.49,14.00,2145.73
1774,73.65,Hold,2121.94,2140.61,15.00,2136.94
1775,73.78,Hold,2125.68,2145.39,16.00,2141.68
1776,73.89,Hold,2128.85,2149.59,17.00,2145.85
1777,74.16,Hold,2136.63,2158.45,18.00,2154.63
1778,74.72,Hold,2152.77,2175.74,19.00,2171.77
1779,74.70,Hold,2152.19,2176.16,20.00,2172.19
1780,74.41,Hold,2143.84,2168.71,21.00,2164.84
1781,73.66,Hold,2122.23,2147.86,22.00,2144.23
1782,73.23,Hold,2109.84,2136.32,23.00,2132.84
1783,73.34,Hold,2113.01,2140.53,24.00,2137.01
1784,73.02,Hold,2103.79,2132.19,25.00,2128.79
1785,73.62,Hold,2121.07,2150.71,26.00,2147.07
1786,74.38,Hold,2142.97,2173.91,27.00,2169.97
1787,74.73,Hold,2153.05,2185.14,28.00,2181.05
1788,74.58,Hold,2148.73,2181.75,29.00,2177.73
1789,73.29,Hold,2111.57,2145.01,30.00,2141.57
1790,73.29,Hold,2111.57,2146.01,31.00,2142.57
1791,72.36,Hold,2084.77,2119.78,32.00,2116.77
1792,72.16,Hold,2079.01,2114.92,33.00,2112.01
1793,72.36,Hold,2084.77,2121.79,34.00,2118.77
1794,72.28,Hold,2082.47,2120.44,35.00,2117.47
1795,72.32,Hold,2083.62,2122.61,36.00,2119.62
1796,73.23,Hold,2109.84,2150.32,37.00,2146.84
1797,72.47,Hold,2087.94,2129.01,38.00,2125.94
1798,72.70,Hold,2094.57,2136.76,39.00,2133.57
1799,73.25,Hold,2110.41,2153.93,40.00,2150.41
1800,71.61,Hold,2063.16,2106.70,41.00,2104.16
1801,70.70,Hold,2036.95,2080.93,42.00,2078.95
1802,70.77,Hold,2038.96,2083.99,43.00,2081.96
1803,70.81,Hold,2040.12,2086.17,44.00,2084.12
1804,70.54,Hold,2032.34,2079.22,45.00,2077.34
1805,69.55,Hold,2003.81,2051.03,46.00,2049.81
1806,69.37,Hold,1998.63,2046.73,47.00,2045.63
1807,69.75,Hold,2009.58,2058.94,48.00,2057.58
1808,71.19,Hold,2051.06,2102.45,49.00,2100.06
1809,71.27,Hold,2053.37,2105.81,50.00,2103.37
1810,71.45,Buy,2109.55,2112.13,0.00,2109.55
1811,72.38,Hold,2137.01,2140.62,1.00,2138.01
1812,72.29,Hold,2134.36,2138.96,2.00,2136.36
1813,71.91,Hold,2123.14,2128.71,3.00,2126.14
1814,72.48,Hold,2139.97,2146.59,4.00,2143.97
1815,72.90,Hold,2152.37,2160.02,5.00,2157.37
1816,72.88,Hold,2151.77,2160.43,6.00,2157.77
1817,72.56,Hold,2142.33,2151.95,7.00,2149.33
1818,72.46,Hold,2139.37,2149.98,8.00,2147.37
1819,72.60,Hold,2143.51,2155.13,9.00,2152.51
1820,72.83,Hold,2150.30,2162.96,10.00,2160.30
1821,73.04,Hold,2156.50,2170.20,11.00,2167.50
1822,73.13,Hold,2159.16,2173.87,12.00,2171.16
1823,73.59,Hold,2172.74,2188.55,13.00,2185.74
1824,73.62,Hold,2173.62,2190.44,14.00,2187.62
1825,73.20,Hold,2161.22,2178.94,15.00,2176.22
1826,72.89,Hold,2152.07,2170.71,16.00,2168.07
1827,73.80,Hold,2178.94,2198.82,17.00,2195.94
1828,74.66,Hold,2204.33,2225.44,18.00,2222.33
1829,74.20,Hold,2190.75,2212.73,19.00,2209.75
1830,74.06,Hold,2186.61,2209.55,20.00,2206.61
1831,73.43,Hold,2168.01,2191.76,21.00,2189.01
1832,73.18,Hold,2160.63,2185.29,22.00,2182.63
1833,72.83,Sell,2150.30,2175.84,23.00,2173.30
1834,72.77,Hold,2148.53,2175.05,24.00,2172.53
1835,71.98,Hold,2125.20,2152.44,25.00,2150.20
1836,73.28,Hold,2163.58,2192.31,26.00,2189.58
1837,75.14,Buy,2245.50,2248.96,0.00,2245.50
1838,75.03,Hold,2242.21,2246.66,1.00,2243.21
1839,75.41,Hold,2253.57,2259.04,2.00,2255.57
1840,75.21,Hold,2247.59,2254.05,3.00,2250.59
1841,75.01,Hold,2241.62,2249.06,4.00,2245.62
1842,75.24,Hold,2248.49,2256.95,5.00,2253.49
1843,75.76,Hold,2264.03,2273.55,6.00,2270.03
1844,75.77,Hold,2264.33,2274.85,7.00,2271.33
1845,75.69,Hold,2261.94,2273.45,8.00,2269.94
1846,75.83,Hold,2266.12,2278.66,9.00,2275.12
1847,75.77,Hold,2264.33,2277.85,10.00,2274.33
1848,76.29,Hold,2279.87,2294.49,11.00,2290.87
1849,76.50,Hold,2286.14,2301.80,12.00,2298.14
1850,76.90,Hold,2298.10,2314.84,13.00,2311.10
1851,76.99,Hold,2300.79,2318.55,14.00,2314.79
1852,77.08,Hold,2303.48,2322.26,15.00,2318.48
1853,77.51,Hold,2316.33,2336.21,16.00,2332.33
1854,77.44,Hold,2314.23,2335.10,17.00,2331.23
1855,77.70,Hold,2322.00,2343.94,18.00,2340.00
1856,77.39,Hold,2312.74,2335.59,19.00,2331.74
1857,77.25,Hold,2308.56,2332.36,20.00,2328.56
1858,78.00,Hold,2330.97,2356.01,21.00,2351.97
1859,77.18,Sell,2306.47,2332.24,22.00,2328.47
1860,77.91,Hold,2328.28,2355.30,23.00,2351.28
1861,78.05,Hold,2332.46,2360.53,24.00,2356.46
1862,77.91,Hold,2328.28,2357.30,25.00,2353.28
1863,78.38,Hold,2342.33,2372.52,26.00,2368.33
1864,78.34,Hold,2341.13,2372.31,27.00,2368.13
1865,78.47,Hold,2345.02,2377.24,28.00,2373.02
1866,78.58,Hold,2348.30,2381.58,29.00,2377.30
1867,78.68,Hold,2351.29,2385.61,30.00,2381.29
1868,78.59,Hold,2348.60,2383.88,31.00,2379.60
1869,79.14,Hold,2365.04,2401.56,32.00,2397.04
1870,78.09,Hold,2333.66,2370.70,33.00,2366.66
1871,77.56,Hold,2317.82,2355.61,34.00,2351.82
1872,78.31,Hold,2340.23,2379.39,35.00,2375.23
1873,76.87,Hold,2297.20,2336.63,36.00,2333.20
1874,77.36,Hold,2311.84,2352.53,37.00,2348.84
1875,78.31,Hold,2340.23,2382.42,38.00,2378.23
1876,78.24,Hold,2338.14,2381.29,39.00,2377.14
1877,78.42,Hold,2343.52,2387.77,40.00,2383.52
1878,78.78,Hold,2354.28,2399.73,41.00,2395.28
1879,79.57,Hold,2377.89,2424.79,42.00,2419.89
1880,79.69,Buy,2424.47,2429.45,0.00,2424.47
1881,79.88,Hold,2430.25,2436.24,1.00,2431.25
1882,80.27,Hold,2442.12,2449.14,2.00,2444.12
1883,80.50,Hold,2449.12,2457.15,3.00,2452.12
1884,80.36,Hold,2444.86,2453.88,4.00,2448.86
1885,80.51,Hold,2449.42,2459.46,5.00,2454.42
1886,80.96,Hold,2463.11,2474.21,6.00,2469.11
1887,80.87,Hold,2460.37,2472.46,7.00,2467.37
1888,80.43,Hold,2446.99,2460.01,8.00,2454.99
1889,80.21,Hold,2440.29,2454.28,9.00,2449.29
1890,80.81,Hold,2458.55,2473.64,10.00,2468.55
1891,80.16,Sell,2438.77,2454.74,11.00,2449.77
1892,80.29,Hold,2442.73,2459.72,12.00,2454.73
1893,80.02,Hold,2434.51,2452.45,13.00,2447.51
1894,80.62,Hold,2452.77,2471.84,14.00,2466.77
1895,80.68,Hold,2454.59,2474.68,15.00,2469.59
1896,80.96,Hold,2463.11,2484.27,16.00,2479.11
1897,80.53,Hold,2450.03,2472.07,17.00,2467.03
1898,80.77,Hold,2457.33,2480.44,18.00,2475.33
1899,79.89,Hold,2430.56,2454.41,19.00,2449.56
1900,80.24,Hold,2441.21,2466.17,20.00,2461.21
1901,79.96,Hold,2432.69,2458.56,21.00,2453.69
1902,80.45,Hold,2447.60,2474.63,22.00,2469.60
1903,80.68,Hold,2454.59,2482.70,23.00,2477.59
1904,81.72,Hold,2486.23,2515.70,24.00,2510.23
1905,82.03,Buy,2520.67,2526.25,0.00,2520.67
1906,81.74,Hold,2511.75,2518.32,1.00,2512.75
1907,79.75,Sell,2450.60,2458.01,2.00,2452.60
1908,80.93,Hold,2486.86,2495.38,3.00,2489.86
1909,79.72,Hold,2449.68,2459.07,4.00,2453.68
1910,79.22,Hold,2434.32,2444.64,5.00,2439.32
1911,79.98,Hold,2457.67,2469.10,6.00,2463.67
1912,80.32,Hold,2468.12,2480.59,7.00,2475.12
1913,81.19,Hold,2494.85,2508.46,8.00,2502.85
1914,81.31,Hold,2498.54,2513.17,9.00,2507.54
1915,81.64,Buy,2518.68,2524.37,0.00,2518.68
1916,81.49,Hold,2514.05,2520.73,1.00,2515.05
1917,82.01,Hold,2530.10,2537.82,2.00,2532.10
1918,82.26,Hold,2537.81,2546.55,3.00,2540.81
1919,81.42,Hold,2511.89,2521.55,4.00,2515.89
1920,82.27,Hold,2538.12,2548.87,5.00,2543.12
1921,83.04,Hold,2561.87,2573.73,6.00,2567.87
1922,83.36,Hold,2571.75,2584.65,7.00,2578.75
1923,83.82,Hold,2585.94,2599.91,8.00,2593.94
1924,84.21,Hold,2597.97,2613.01,9.00,2606.97
1925,83.93,Hold,2589.33,2605.32,10.00,2599.33
1926,84.30,Hold,2600.75,2617.80,11.00,2611.75
1927,84.32,Hold,2601.36,2619.42,12.00,2613.36
1928,85.19,Hold,2628.20,2647.45,13.00,2641.20
1929,85.56,Hold,2639.62,2659.95,14.00,2653.62
1930,85.21,Hold,2628.82,2650.07,15.00,2643.82
1931,86.08,Hold,2655.66,2678.13,16.00,2671.66
1932,86.07,Hold,2655.35,2678.82,17.00,2672.35
1933,86.21,Hold,2659.67,2684.17,18.00,2677.67
1934,85.36,Hold,2633.45,2658.71,19.00,2652.45
1935,85.20,Hold,2628.51,2654.72,20.00,2648.51
1936,85.09,Sell,2625.12,2652.30,21.00,2646.12
1937,85.64,Hold,2642.09,2670.44,22.00,2664.09
1938,85.06,Hold,2624.19,2653.35,23.00,2647.19
1939,85.41,Hold,2634.99,2665.27,24.00,2658.99
1940,84.27,Hold,2599.82,2630.70,25.00,2624.82
1941,84.61,Hold,2610.31,2642.31,26.00,2636.31
1942,84.20,Hold,2597.66,2630.51,27.00,2624.66
1943,83.01,Hold,2560.95,2594.33,28.00,2588.95
1944,83.79,Hold,2585.01,2619.71,29.00,2614.01
1945,84.83,Hold,2617.10,2653.22,30.00,2647.10
1946,84.86,Hold,2618.02,2655.16,31.00,2649.02
1947,84.00,Hold,2591.49,2629.25,32.00,2623.49
1948,83.29,Hold,2569.59,2608.03,33.00,2602.59
1949,84.58,Hold,2609.38,2649.42,34.00,2643.38
1950,84.10,Hold,2594.58,2635.39,35.00,2629.58
1951,84.69,Hold,2612.78,2654.88,36.00,2648.78
1952,85.33,Hold,2632.52,2675.94,37.00,2669.52
1953,84.24,Hold,2598.89,2642.76,38.00,2636.89
1954,82.15,Hold,2534.42,2578.19,39.00,2573.42
1955,82.36,Hold,2540.89,2585.78,40.00,2580.89
1956,80.92,Hold,2496.47,2541.57,41.00,2537.47
1957,81.73,Hold,2521.46,2568.01,42.00,2563.46
1958,82.49,Hold,2544.91,2592.89,43.00,2587.91
1959,83.10,Hold,2563.72,2613.07,44.00,2607.72
1960,82.67,Hold,2550.46,2600.54,45.00,2595.46
1961,83.36,Hold,2571.75,2623.25,46.00,2617.75
1962,83.27,Hold,2568.97,2621.42,47.00,2615.97
1963,83.39,Buy,2620.67,2626.19,0.00,2620.67
1964,84.28,Hold,2648.64,2655.22,1.00,2649.64
1965,84.73,Hold,2662.78,2670.40,2.00,2664.78
1966,85.33,Hold,2681.64,2690.31,3.00,2684.64
1967,85.37,Hold,2682.90,2692.57,4.00,2686.90
1968,86.61,Hold,2721.87,2732.68,5.00,2726.87
1969,86.69,Hold,2724.38,2736.21,6.00,2730.38
1970,87.02,Hold,2734.75,2747.62,7.00,2741.75
1971,86.63,Hold,2722.49,2736.31,8.00,2730.49
1972,86.91,Hold,2731.29,2746.15,9.00,2740.29
1973,87.40,Hold,2746.69,2762.63,10.00,2756.69
1974,87.53,Hold,2750.78,2767.74,11.00,2761.78
1975,87.72,Hold,2756.75,2774.75,12.00,2768.75
1976,87.56,Hold,2751.72,2770.69,13.00,2764.72
1977,87.21,Hold,2740.72,2760.61,14.00,2754.72
1978,87.53,Hold,2750.78,2771.74,15.00,2765.78
1979,87.54,Hold,2751.09,2773.06,16.00,2767.09
1980,87.24,Hold,2741.66,2764.56,17.00,2758.66
1981,87.33,Hold,2744.49,2768.41,18.00,2762.49
1982,87.42,Sell,2747.32,2772.26,19.00,2766.32
1983,88.53,Buy,2802.20,2808.46,0.00,2802.20
1984,88.57,Hold,2803.47,2810.73,1.00,2804.47
1985,88.58,Hold,2803.79,2812.05,2.00,2805.79
1986,88.00,Hold,2785.43,2794.64,3.00,2788.43
1987,87.65,Sell,2774.35,2784.52,4.00,2778.35
1988,88.01,Hold,2785.75,2796.96,5.00,2790.75
1989,87.79,Hold,2778.78,2790.97,6.00,2784.78
1990,87.73,Hold,2776.88,2790.06,7.00,2783.88
1991,87.92,Hold,2782.90,2797.10,8.00,2790.90
1992,87.46,Hold,2768.34,2783.47,9.00,2777.34
1993,86.16,Hold,2727.19,2743.09,10.00,2737.19
1994,85.88,Hold,2718.33,2735.18,11.00,2729.33
1995,85.30,Hold,2699.97,2717.71,12.00,2711.97
1996,85.86,Hold,2717.69,2736.55,13.00,2730.69
1997,85.36,Hold,2701.87,2721.61,14.00,2715.87
1998,86.12,Hold,2725.92,2746.85,15.00,2740.92
1999,86.48,Hold,2737.32,2759.33,16.00,2753.32
2000,86.26,Hold,2730.35,2753.31,17.00,2747.35
2001,84.73,Hold,2681.92,2705.47,18.00,2699.92
2002,85.04,Hold,2691.74,2716.37,19.00,2710.74
2003,85.27,Hold,2699.02,2724.72,20.00,2719.02
2004,84.77,Hold,2683.19,2709.74,21.00,2704.19
2005,85.20,Hold,2696.80,2724.49,22.00,2718.80
2006,85.96,Hold,2720.86,2749.79,23.00,2743.86
2007,86.06,Hold,2724.02,2753.99,24.00,2748.02
2008,86.13,Buy,2751.24,2757.23,0.00,2751.24
2009,87.10,Hold,2782.22,2789.28,1.00,2783.22
2010,87.78,Hold,2803.94,2812.06,2.00,2805.94
2011,88.01,Hold,2811.29,2820.42,3.00,2814.29
2012,87.74,Hold,2802.67,2812.77,4.00,2806.67
2013,87.92,Hold,2808.42,2819.54,5.00,2813.42
2014,88.43,Hold,2824.71,2836.90,6.00,2830.71
2015,88.90,Hold,2839.72,2852.98,7.00,2846.72
2016,89.94,Hold,2872.94,2887.35,8.00,2880.94
2017,89.80,Hold,2868.47,2883.86,9.00,2877.47
2018,89.20,Hold,2849.30,2865.59,10.00,2859.30
2019,88.37,Hold,2822.79,2839.92,11.00,2833.79
2020,88.23,Hold,2818.32,2836.42,12.00,2830.32
2021,88.07,Hold,2813.21,2832.28,13.00,2826.21
2022,88.41,Hold,2824.07,2844.22,14.00,2838.07
2023,88.06,Sell,2812.89,2833.96,15.00,2827.89
2024,87.65,Hold,2799.79,2821.76,16.00,2815.79
2025,88.41,Hold,2824.07,2847.23,17.00,2841.07
2026,88.26,Hold,2819.28,2843.40,18.00,2837.28
2027,87.51,Hold,2795.32,2820.24,19.00,2814.32
2028,88.15,Hold,2815.76,2841.86,20.00,2835.76
2029,87.36,Hold,2790.53,2817.39,21.00,2811.53
2030,86.20,Hold,2753.47,2780.98,22.00,2775.47
2031,86.14,Hold,2751.56,2780.05,23.00,2774.56
2032,88.08,Hold,2813.53,2843.66,24.00,2837.53
2033,88.70,Hold,2833.33,2864.67,25.00,2858.33
2034,89.09,Buy,2871.79,2878.27,0.00,2871.79
2035,88.41,Hold,2849.87,2857.30,1.00,2850.87
2036,89.65,Hold,2889.84,2898.37,2.00,2891.84
2037,90.31,Hold,2911.12,2920.71,3.00,2914.12
2038,90.95,Hold,2931.75,2942.41,4.00,2935.75
2039,90.90,Hold,2930.13,2941.79,5.00,2935.13
2040,91.42,Hold,2946.90,2959.62,6.00,2952.90
2041,90.99,Hold,2933.04,2946.70,7.00,2940.04
2042,91.34,Hold,2944.32,2959.04,8.00,2952.32
2043,91.67,Hold,2954.95,2970.73,9.00,2963.95
2044,91.74,Hold,2957.21,2973.99,10.00,2967.21
